hotel,username,country,score,date_written,positive,negative,tags
MalagaLaMerced,Mari,España,7.0,Escrito en 21 de febrero de 2025,El sitio muy centrico,"Hay mucho ruido, no esta bien insonorizado y al estar en pleno centro se nota","['•Viaje de negocios', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Manuel,España,8.0,Escrito en 24 de diciembre de 2024,La limpieza y ubicacion,No esta insonorizado nada se oye una mosca que pase por la calle,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 3 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Eulalia,España,8.0,Escrito en 22 de diciembre de 2024,La ubicacion es perfecta. En el centro de Malaga y con parking a 2 minutos del apartamento,"Mucho ruido y , aunque te dejan tapones para los oidos no sirven. La calle es muy centrica y hay mucho ruido. El apartamento no esta bien insonorizado. El sofa cama tambien es incomodo y,abierto impide el paso al baño de los que duermen en cama principal","['•Viaje de ocio', '•Pareja', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Jorge,España,9.0,Escrito en 22 de diciembre de 2024,"la ubicación, está en pleno centro, y la habitación muy acogedora",,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
MalagaLaMerced,Anastasia,España,8.0,Escrito en 12 de diciembre de 2024,La ubicación,"No me gustó que entraron al apartamento sin avisar, para dejar un papel para rellenar. Tampoco me gustó que el apartamento no se cierra por dentro. Si han entrado mientras que estábamos fuera, me hace pensar que pueden entrar de noche mientras que estamos dormidos, no sé.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Sheila,España,8.0,Escrito en 10 de diciembre de 2024,"Ubicacion perfecta, todo limpio",La cama algo incomoda,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Rafael,España,8.0,Escrito en 10 de diciembre de 2024,La ubicación.,Poco aislamiento de ruido.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Jose,España,8.0,Escrito en 10 de diciembre de 2024,Muy bien la situación y el apartamento detallazo de bienvenida con agua y cápsulas de café y tapones para los oídos para el ruido que claro lo hacían los varenderos,Por poner algo las ventanas no quitan el ruido que entra de la calle,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 3 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Carmen,España,7.0,Escrito en 9 de diciembre de 2024,"La ubicacion es excelente, el apartamento estaba limpio y muy fácil de hacer el check in. Tuvimos un problema con un objeto que nos dejamos en el apartamento y el personal fue muy rápido y amable.","Al abrir el sofá cama, no queda espacio para pasar a la zona del dormitorio y tienes que pasar por encima de la cama. Además de que nos pareció algo ruidoso","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Cristina,España,9.0,Escrito en 7 de diciembre de 2024,"La ubicación es estupenda. El apartamento estaba muy limpio. La forma de acceder al check in, cómoda y fácil. Abrimos la puerta con tan sólo acercar el móvil. El edificio tiene ascensor. La cama firme y cómoda para mi gusto.","Es una zona de tránsito de gente,  algo ruidosa. Pero a partir de la medianoche ya no hay tanto trasiego y ya no se oye nada.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Jose,España,8.0,Escrito en 4 de noviembre de 2024,"La ubicación, estaba limpio y era cómodo",La aplicación para poder entrar en el apartamento no funcionaba,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
MalagaLaMerced,Giulietti,España,9.0,Escrito en 1 de agosto de 2024,"Limpio, bien distribuido","Alto el precio 
A la noche se escucha mucho la gente","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
CordobaPatio,Rosa,España,10.0,Escrito en 9 de diciembre de 2025,Las instalaciones y la ubicación,,"['•Pareja', '•Habitación Cuádruple con baño privado', '•Estancia de 2 noches', '•Enviado por móvil']"
CordobaPatio,Diego,España,8.0,Escrito en 7 de diciembre de 2025,La ubicación y las instalaciones,El no decirle al resto de huéspedes el respeto para el descanso nocturno,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 8 camas', '•Estancia de 3 noches', '•Enviado por móvil']"
CordobaPatio,Bemuse,España,8.0,Escrito en 4 de diciembre de 2025,La ubicación es bastante buena. Y las instalaciones muy cuidadas y limpias. El personal muy agradable.,"Lo único malo (aunque no es una cuestión del alojamiento) es que cuando estás en habitaciones para compartir la gente se olvida eso de no hacer ruido de noche.
Además sigo echando en falta el tema de la separación con cortinas en las camas en la mayoría de hosteles.","['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 6 camas', '•Estancia de 1 noche', '•Enviado por móvil']"
CordobaPatio,Diaz,Colombia,8.0,Escrito en 3 de diciembre de 2025,"El hostal es precioso, muy bonito, esta bien ubicado. Marina y todos los de la recepción super amables.","La segunda noche cuando llegué, la habitación olía inmundo, era por un huésped que no se bañaba e hizo que todo el cuarto oliera así. No es un tema del hostal pero a tener en cuenta. Me cambiaron de cuarto y en el otro habia un señor que convirtió su cama en un tendedero de ropa. En general temas de hostales y el hecho que no hubiera cortinas o algo para dar más privacidad le quita puntos","['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 10 camas', '•Estancia de 2 noches', '•Enviado por móvil']"
CordobaPatio,Mohammed,España,10.0,Escrito en 2 de diciembre de 2025,"Excelente lugar, muy limpio, moderno, espacioso y con todos los servicios. Está ubicado en el centro de la ciudad, cerca de todo. También quiero agradecer al personal; son excepcionales, respetuosos y amables. Te sientes como en casa. Lo recomiendo ampliamente; es el mejor lugar disponible actualmente.",Todo es excelente,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 10 camas', '•Estancia de 1 noche', '•Enviado por móvil']"
CordobaPatio,María,Argentina,8.0,Escrito en 1 de diciembre de 2025,"El edificio antiguo es hermosísimo, muy bien decorado y mantenido. Me encantó. El personal muy amable.","El desayuno era regular, con pocas opciones.","['•Viaje de ocio', '•Persona que viaja sola', '•Cama Individual en habitación compartida femenina', '•Estancia de 2 noches']"
CordobaPatio,Antonio,España,8.0,Escrito en 28 de noviembre de 2025,"El lugar es como un convento reformado o algo así. Desde fuera sólo se ve una puerta. Hay que tocar el timbre y te abren. La recepción está dentro y el personal es muy muy amable. Hay una sala común con nevera donde puedes guardar tu comida y comer. Por la mañana ahí hacen el desayuno. Las habitaciones está bien, modernas, y las camas son cómodas, aunque no son muy grandes. La calle es muy tranquila.","El sitio está bien, pero por fuera no se ve más que una puerta, y no vimos el timbre, así que estuvimos un rato hasta que salió alguien. Pero fue despiste nuestro: llamen al timbre que les atenderán, son muy amables. Y otra cosa: las camas de arriba de las literas no tienen barandillas (o nosotros no las vimos), cuidado con los niños.","['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar Estándar', '•Estancia de 1 noche']"
CordobaPatio,Mary,Argentina,10.0,Escrito en 27 de noviembre de 2025,"Ambiente agradable, espacioso y tranquilo",Le faltaría algún lugar de apoyo en las habitaciones ( yo estuve en la de seis),"['•Viaje de ocio', '•Persona que viaja sola', '•Cama Individual en habitación compartida femenina', '•Estancia de 4 noches', '•Enviado por móvil']"
CordobaPatio,Carla,España,10.0,Escrito en 27 de noviembre de 2025,"Es súper lindo! La ubicación es súper cómoda, estás cerca caminando de todo! Las instalaciones son modernas y cómodas! Las habitaciones modernas, camas super cómodas, con baño dentro de la habitación! Hay un lugar para estar con mesas y sillas y muchísimas mesas y sillones por los pasillos. El personal muy buena onda! Me encantó!",Nada! Me gustó todo! Solo para comentar que el agua de la ducha se filtraba por abajo de la puerta y se mojaba el piso.,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 8 camas', '•Estancia de 2 noches', '•Enviado por móvil']"
CordobaPatio,Vicente,España,10.0,Escrito en 24 de noviembre de 2025,"Lo que más me gustó es la amplitud de la habitación, las camas son cómodas y la ubicación está genial",Por poner alguna pega que tienes que dejar la habiatacion a las 11:00h y te la dan a las 15:00h,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar Estándar', '•Estancia de 1 noche', '•Enviado por móvil']"
CordobaPatio,Garcia,España,8.0,Escrito en 23 de noviembre de 2025,La amabilidad,La entrada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Habitación Familiar con baño privado', '•Estancia de 2 noches', '•Enviado por móvil']"
CordobaPatio,Daniel,España,9.0,Escrito en 20 de noviembre de 2025,Me gustó mucho el patio de luces y la ubicación.,Las literas eran un poco incómodas para subir,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 10 camas', '•Estancia de 3 noches', '•Enviado por móvil']"
CordobaPatio,Jara,España,10.0,Escrito en 18 de noviembre de 2025,"Increíble… todo limpio, cómodo y acogedor.  Y tiene piscina!!","Que no haya nadie presente en el alojamiento, o por lo menos cuando llegamos.","['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 10 camas', '•Estancia de 1 noche', '•Enviado por móvil']"
CordobaPatio,Nuria,España,10.0,Escrito en 16 de noviembre de 2025,Las instalaciones y la facilidad para realizar todo el proceso de check-in y check-out.,,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama Individual en habitación compartida femenina', '•Estancia de 1 noche', '•Enviado por móvil']"
CordobaPatio,Marie,España,10.0,Escrito en 15 de noviembre de 2025,Todo hermoso y limpio,,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama Individual en habitación compartida femenina', '•Estancia de 2 noches', '•Enviado por móvil']"
CordobaPatio,Pablo,Chile,10.0,Escrito en 14 de noviembre de 2025,"Me gusto mucho la calma del hostal, es ideal, muy bien ubicado, el personal muy amable, instalaciones impecables, buenas camas.","Creo que a las camas les falta una cortina blackout para que no molesten cuando se enciende la luz de la habitación, solo como una opción de mejora","['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida con 4 camas', '•Estancia de 2 noches']"
CordobaPatio,Lorena,España,10.0,Escrito en 9 de noviembre de 2025,"La ubicación, el diseño y la tranquilidad",El chekin tan tarde,"['•Viaje de ocio', '•Pareja', '•Habitación Familiar Estándar', '•Estancia de 2 noches', '•Enviado por móvil']"
CordobaPatio,Benjumea,España,10.0,Escrito en 9 de noviembre de 2025,Limpio y buena ubicación,Nada,"['•Grupo de amigos', '•Habitación Familiar con baño privado', '•Estancia de 1 noche', '•Enviado por móvil']"
CordobaPatio,Martinez,España,8.0,Escrito en 30 de octubre de 2025,El edificio.,Se echa de menos algún espejo grande.,"['•Pareja', '•Habitación Familiar Estándar', '•Estancia de 1 noche', '•Enviado por móvil']"
CordobaPatio,Dayanne,España,10.0,Escrito en 27 de octubre de 2025,"Limpio, tranquilo y muy bien organizado",Un chaval que roncava hahhahah,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 10 camas', '•Estancia de 2 noches', '•Enviado por móvil']"
CordobaPatio,Eloisa,Argentina,8.0,Escrito en 27 de octubre de 2025,Limpieza y privacidad,"Haria la parte del lavamanos del baño con una puerta porque si alguien se va temprano del cuarto, se escucha todo y despiertan a los demas","['•Viaje de ocio', '•Persona que viaja sola', '•Cama Individual en habitación compartida femenina', '•Estancia de 1 noche', '•Enviado por móvil']"
CordobaPatio,Walter,Uruguay,10.0,Escrito en 26 de octubre de 2025,Lindo lugar bien atendido y prolijamente cuidado. Me gustó mucho.,"No tengo nada que resaltar en forma negativa , por lo que no tengo nada para expresar.","['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 10 camas', '•Estancia de 2 noches', '•Enviado por móvil']"
CordobaPatio,Patricia,Perú,9.0,Escrito en 25 de octubre de 2025,"El personal de calidad, linda la instalación",,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta de 10 camas', '•Estancia de 1 noche', '•Enviado por móvil']"
CordobaPatio,Manuel,España,10.0,Escrito en 24 de octubre de 2025,ELBUEN SERVICIO .Y EL BUEN TRATO DEL PERSONAL. MUY CONTENTO,Me gustó mucho volveré,"['•Pareja', '•Habitación Familiar Estándar', '•Estancia de 3 noches', '•Enviado por móvil']"
